image_idx,diagram_type,type_confidence,visual_complexity,color_entropy,text_density,spatial_layout,enrichment,specific_num_nodes,specific_num_edges,specific_graph_density,specific_avg_node_degree,specific_is_connected,color_num_dominant_colors,color_largest_segment_ratio,color_color_balance,color_compactness,color_segment_2_ratio,lbp_entropy,orb_count,orb_spread,learned_type,learned_confidence,original_caption,enriched_caption,specific_num_segments,specific_has_labels,specific_is_donut,specific_color_coded,specific_num_shapes,specific_num_lines,specific_has_structure,specific_dominant_feature
32,network_graph,0.8961785714285714,0.32370094854388404,0.36826593,0.09166666666666666,networked,"Network graph with 131 nodes and 235 edges, density 0.03",131.0,235.0,0.02759835584263065,3.5877862595419847,True,2,0.5426654320987654,0.7871208993432699,102039041.28222579,0.35883827160493825,2.7331710626420085,500,0.2799625529191678,network_graph,0.8961785714285714,"Social Learning Theory, , elements: Title at the top: 'Social Learning Theory'. Main text describing the theory by Albert Bandura, focusing on learning through observation and vicarious reinforcement. Illustrations of a child and an adult engaged in social interaction.","Social Learning Theory, , elements: Title at the top: 'Social Learning Theory'. Main text describing the theory by Albert Bandura, focusing on learning through observation and vicarious reinforcement. Illustrations of a child and an adult engaged in social interaction. [Visual Analysis: Network graph with 131 nodes and 235 edges, density 0.03]",,,,,,,,
33,pie_chart,0.6737142857142855,0.09863670718489342,0.15977378,0.004409171075837742,radial,"Pie chart with 9 segments, unlabeled",,,,,,1,0.96326580424701,0.6183456881784044,12583134.087546587,0.015075054918232854,1.5441672222039344,500,0.2845010814949283,pie_chart,0.6737142857142855,"Prisoner's Dilemma Payoff Matrix, Grid Diagram, elements: 2x2 grid with Player A and Player B strategies labeled on the axes. Cells contain numerical payoffs: (1,1), (0,3), (3,0), and (2,2) corresponding to different strategy combinations.","Prisoner's Dilemma Payoff Matrix, Grid Diagram, elements: 2x2 grid with Player A and Player B strategies labeled on the axes. Cells contain numerical payoffs: (1,1), (0,3), (3,0), and (2,2) corresponding to different strategy combinations. [Visual Analysis: Pie chart with 9 segments, unlabeled]",9.0,False,True,False,,,,
34,network_graph,0.9702500000000001,0.5152607293640297,0.49051887,0.09122287968441814,networked,"Network graph with 200 nodes and 333 edges, density 0.02",200.0,333.0,0.016733668341708544,3.33,True,3,0.6001126802884615,0.7798788418622107,39530995.38500756,0.27647085336538463,3.040089464751305,500,0.2922061922059162,network_graph,0.9702500000000001,"Circular Flow of Income and Expenditure in Four Sector Economy, Flow Diagram, elements: Central flow with four sectors: Household Sector, Government Sector, Business Sector, and Foreign Sector. Arrows indicate income and expenditure directions, with labeled elements such as wages, taxes, transfers, government purchases, and foreign trade.","Circular Flow of Income and Expenditure in Four Sector Economy, Flow Diagram, elements: Central flow with four sectors: Household Sector, Government Sector, Business Sector, and Foreign Sector. Arrows indicate income and expenditure directions, with labeled elements such as wages, taxes, transfers, government purchases, and foreign trade. [Visual Analysis: Network graph with 200 nodes and 333 edges, density 0.02]",,,,,,,,
35,pie_chart,0.6279960317460316,0.23160676898139645,0.17413741,0.3020833333333333,radial,"Pie chart with 18 segments, labeled",,,,,,1,0.9347627314814815,0.6324279423644743,10321890.809466816,0.039094328703703704,2.399891088478702,500,0.3025111281761031,pie_chart,0.6279960317460316,"Solow Growth Model, , elements: Title at the top with the formula for production function below, followed by market clearing, household saving, investment requirement, closure rule, and dynamics of capital accumulation, each with corresponding equations.","Solow Growth Model, , elements: Title at the top with the formula for production function below, followed by market clearing, household saving, investment requirement, closure rule, and dynamics of capital accumulation, each with corresponding equations. [Visual Analysis: Pie chart with 18 segments, labeled]",18.0,True,True,False,,,,
36,network_graph,0.8153670634920636,0.17952268546075828,0.22893938,0.05580357142857143,networked,"Network graph with 56 nodes and 90 edges, density 0.06",56.0,90.0,0.05844155844155844,3.2142857142857144,True,2,0.8684126984126984,0.665365355686075,5932210.843440175,0.0630952380952381,2.158106400145059,500,0.2184540535168554,network_graph,0.8153670634920636,"McKinsey 7S Model, Network Diagram, elements: Central circle labeled 'Shared Values' surrounded by six outer circles labeled: 'Strategy', 'Structure', 'Systems', 'Skills', 'Style', and 'Staff', with lines connecting all elements.","McKinsey 7S Model, Network Diagram, elements: Central circle labeled 'Shared Values' surrounded by six outer circles labeled: 'Strategy', 'Structure', 'Systems', 'Skills', 'Style', and 'Staff', with lines connecting all elements. [Visual Analysis: Network graph with 56 nodes and 90 edges, density 0.06]",,,,,,,,
37,network_graph,0.9337499999999999,0.31426453340171046,0.7259091,0.08333333333333333,networked,"Network graph with 106 nodes and 205 edges, density 0.04",106.0,205.0,0.036837376460017966,3.8679245283018866,True,4,0.38840169270833336,0.8491766465180739,105159473.81882319,0.36842881944444444,3.246469231503225,500,0.20709749032226873,network_graph,0.9337499999999999,"McKinsey 7S Model, Network Diagram, elements: Eight circular elements labeled: Strategy, Structure, Systems, Shared Values, Skills, Style, and Staff, arranged in a circular layout with connections between them.","McKinsey 7S Model, Network Diagram, elements: Eight circular elements labeled: Strategy, Structure, Systems, Shared Values, Skills, Style, and Staff, arranged in a circular layout with connections between them. [Visual Analysis: Network graph with 106 nodes and 205 edges, density 0.04]",,,,,,,,
38,pie_chart,0.6675867604617605,0.2333573455912602,0.6660007,0.01689020857718572,radial,"Pie chart with 18 segments, unlabeled",,,,,,3,0.39466636013564,0.8520053363797666,20868713.118745778,0.2868555664118628,3.1535936792749104,500,0.24723323131542457,pie_chart,0.6675867604617605,"Intersection of Learning Theories and Podcasting, Venn Diagram, elements: Three overlapping circles labeled 'Podcasting', 'Constructivist Learning Theory (CLT)', and 'Hybrid Learning Environment (HLE)', with descriptions underneath each label. Arrows indicating relationships between concepts.","Intersection of Learning Theories and Podcasting, Venn Diagram, elements: Three overlapping circles labeled 'Podcasting', 'Constructivist Learning Theory (CLT)', and 'Hybrid Learning Environment (HLE)', with descriptions underneath each label. Arrows indicating relationships between concepts. [Visual Analysis: Pie chart with 18 segments, unlabeled]",18.0,False,True,True,,,,
39,network_graph,0.8869107142857142,0.24288624244524126,0.43631095,0.10179153094462541,networked,"Network graph with 88 nodes and 179 edges, density 0.05",88.0,179.0,0.046760710553814006,4.068181818181818,True,4,0.3596135496183206,0.8753452127447476,20102688.408669416,0.29308926725508905,3.050325587508482,500,0.2573002078248757,network_graph,0.8869107142857142,"Balanced Scorecard Metrics, Circular Flow Diagram, elements: Four quadrants labeled Customer, Financial, Internal Processes, Learning and Growth, with text boxes noting specific goals for each area.","Balanced Scorecard Metrics, Circular Flow Diagram, elements: Four quadrants labeled Customer, Financial, Internal Processes, Learning and Growth, with text boxes noting specific goals for each area. [Visual Analysis: Network graph with 88 nodes and 179 edges, density 0.05]",,,,,,,,
40,network_graph,0.8960595238095239,0.07532094275330418,0.40934104,0.0020833333333333333,networked,"Network graph with 30 nodes and 12 edges, density 0.03",30.0,12.0,0.027586206896551724,0.8,False,3,0.6121136726295456,0.7811815312998543,3164840.5199671537,0.2150625682371714,2.3044691111916276,493,0.13759240561966277,network_graph,0.8960595238095239,"Zone of Proximal Development, Circular Diagram, elements: Concentric circles with labels: 'Current Ability' in the center, surrounded by 'Ability + Assistance', then 'Inability', and the outermost circle labeled 'Zone of Proximal Development'.","Zone of Proximal Development, Circular Diagram, elements: Concentric circles with labels: 'Current Ability' in the center, surrounded by 'Ability + Assistance', then 'Inability', and the outermost circle labeled 'Zone of Proximal Development'. [Visual Analysis: Network graph with 30 nodes and 12 edges, density 0.03]",,,,,,,,
41,network_graph,0.9256666666666666,0.23887225884207836,0.38908744,0.09465478841870824,networked,"Network graph with 93 nodes and 104 edges, density 0.02",93.0,104.0,0.02431042543244507,2.236559139784946,True,2,0.5255791888814282,0.771136914587513,106469509.23204815,0.4299734537500479,2.76110317848379,500,0.3208253545369299,network_graph,0.9256666666666666,"Porter's Value Chain Analysis, Flow Diagram, elements: Two horizontal sections with 'Supporting activities' and 'Primary activities', each containing labeled boxes for activities, and margins indicated on the right.","Porter's Value Chain Analysis, Flow Diagram, elements: Two horizontal sections with 'Supporting activities' and 'Primary activities', each containing labeled boxes for activities, and margins indicated on the right. [Visual Analysis: Network graph with 93 nodes and 104 edges, density 0.02]",,,,,,,,
42,network_graph,0.8443630952380952,0.29688149684496346,0.5385277,0.28888888888888886,networked,"Network graph with 121 nodes and 188 edges, density 0.03",121.0,188.0,0.025895316804407712,3.1074380165289255,True,5,0.5684889415481833,0.8072728912010758,390776260.97342503,0.21441706161137442,2.9399828676875708,500,0.39437581681262573,network_graph,0.8443630952380952,"Original vs Revised Bloom's Taxonomy, Pyramid Diagram, elements: Pyramid structure with two layers: original taxonomy with levels labeled from Knowledge to Evaluation; revised taxonomy with levels labeled from Remember to Create, demonstrating a shift from nouns to verbs.","Original vs Revised Bloom's Taxonomy, Pyramid Diagram, elements: Pyramid structure with two layers: original taxonomy with levels labeled from Knowledge to Evaluation; revised taxonomy with levels labeled from Remember to Create, demonstrating a shift from nouns to verbs. [Visual Analysis: Network graph with 121 nodes and 188 edges, density 0.03]",,,,,,,,
43,network_graph,0.8979722222222222,0.4348595857862172,0.40207922,0.30478395061728397,networked,"Network graph with 271 nodes and 540 edges, density 0.01",271.0,540.0,0.014760147601476014,3.985239852398524,True,4,0.6355322279215874,0.7732127356084719,8015227.474399567,0.2092926160085888,3.5422755224319693,500,0.29246896524136,network_graph,0.8979722222222222,"VARK Learning Styles, Circular Diagram, elements: Four quadrants labeled: Visual, Aural, Read/Write, and Kinesthetic, with a central figure representing different learning styles, and teaching tips provided for each style.","VARK Learning Styles, Circular Diagram, elements: Four quadrants labeled: Visual, Aural, Read/Write, and Kinesthetic, with a central figure representing different learning styles, and teaching tips provided for each style. [Visual Analysis: Network graph with 271 nodes and 540 edges, density 0.01]",,,,,,,,
44,unknown,0.5,0.012840330698456616,0.15696178,0.04107142857142857,radial,"Diagram with 1 shapes, dominant feature: rectangles",,,,,,1,0.9422209022612773,0.6285297801304353,89343737.57255176,0.045547105174356534,1.0933467183234435,353,0.28706501639513216,network_graph,0.41388690476190476,"Trie Data Structure, Tree Diagram, elements: Tree structure with nodes labeled as 'Root', 'b', 'e', 't', and branching to various sub-nodes representing character sequences, showcasing the hierarchical relationship of prefixes.","Trie Data Structure, Tree Diagram, elements: Tree structure with nodes labeled as 'Root', 'b', 'e', 't', and branching to various sub-nodes representing character sequences, showcasing the hierarchical relationship of prefixes. [Visual Analysis: Diagram with 1 shapes, dominant feature: rectangles]",,,,,1.0,0.0,False,rectangles
45,network_graph,0.8682045454545455,0.1466358665318242,0.34096465,0.042286874154262515,networked,"Network graph with 39 nodes and 77 edges, density 0.10",39.0,77.0,0.1039136302294197,3.948717948717949,True,3,0.6291558045142556,0.7581661102595398,18410067.499747127,0.306493160968849,2.252576420876825,500,0.28030676910959157,network_graph,0.8682045454545455,"PESTEL Analysis, Circular Diagram, elements: Central label 'PESTEL ANALYSE' surrounded by six circles, each labeled with a factor: 'Sociale faktorer', 'Økonomiske faktorer', 'Politiske faktorer', 'Lovmæssige faktorer', 'Miljømæssige faktorer', 'Teknologiske faktorer'.","PESTEL Analysis, Circular Diagram, elements: Central label 'PESTEL ANALYSE' surrounded by six circles, each labeled with a factor: 'Sociale faktorer', 'Økonomiske faktorer', 'Politiske faktorer', 'Lovmæssige faktorer', 'Miljømæssige faktorer', 'Teknologiske faktorer'. [Visual Analysis: Network graph with 39 nodes and 77 edges, density 0.10]",,,,,,,,
